Company Name,Equity,Ticker Symbol,E,E out of 100,S,G,ESG,EPS,Profit Margin ,Tobin's Q,Return on Asset,Return on Equity,Debt To Market Cap Ratio,Total Asset Turnover,Price to Sales Ratio
Deere & Co,US Equity,DE US Equity,3.3,65,2.1,4.5,3.3,1.415,4.52904485360888,1.55447150748272,2.96145647805463,22.236096015192,0.86415208420627,0.49309322081097,1.51456420644277
Mochida Pharmaceutical Co Ltd,JP Equity,4534 JP Equity,3,59,1.6,1.5,2.03333333333333,79,5.56447370672636,1.27785472708222,5.80337270094549,7.51731419537843,0.000289156560157591,0.717395789739836,1.5156119330071
PG&E Corp,US Equity,PCG US Equity,4,79,2.3,4,3.43333333333333,0.717552,8.69736269820068,1.10759228083766,2.63139835735187,9.67438020252924,0.725390051207975,0.251462325749571,1.51944468867768
Mondi PLC,LN Equity,MNDI LN Equity,4.6,91,4,5,4.53333333333333,0.662812,9.1348890153671,1.94790765206534,9.24306081686067,18.8854489164087,0.137608731500063,0.977477787726427,1.51962175755436
Heiwa Corp,JP Equity,6412 JP Equity,0.7,13,1,1.5,1.06666666666667,14.87,3.93119577903331,0.993189168466783,2.34251879731025,4.79179596054148,0.566975776664089,0.322713611710472,1.51962845152431
SBI Holdings Inc/Japan,JP Equity,8473 JP Equity,1,19,1.5,1.3,1.26666666666667,53.64,12.7110746782076,1.01187972283074,1.09969302993773,10.9130877034233,0.991482022269823,0.0796436465409336,1.52041611999823
GrandVision NV,NA Equity,GVNV NA Equity,1,19,2.6,4,2.53333333333333,0.449267,6.58984519830154,2.42689966413264,7.8181145888929,22.9538061813311,0.200315776537633,1.18332363768078,1.52143117252243
KEPCO Plant Service & Engineering Co Ltd,KS Equity,051600 KS Equity,2,39,1.9,3,2.3,588.989237333333,9.10322479178798,1.86116013874585,10.7722142750252,14.8717892159598,0,1.07976907784249,1.52444471165449
Boskalis Westminster,NA Equity,BOKA NA Equity,1.3,25,2.7,3.4,2.46666666666667,0.572582,6.05565621221191,1.2427175028119,2.89991320631409,4.89799093798924,0.0805672164261631,0.450437741020631,1.52544174245577
Lion Corp,JP Equity,4912 JP Equity,3.9,77,2.6,3.5,3.33333333333333,23.87,7.45883073858177,2.34925201434086,6.76526473899781,12.7160895126229,0.0106223919644373,1.33136991242052,1.52570576095191
DTE Energy Co,US Equity,DTE US Equity,3,59,1.6,3.6,2.73333333333333,1.707784,8.90451325402993,1.2888138918517,3.29767419637632,11.4307600045417,0.664034570979853,0.390471983682734,1.52847304459475
Dentsu Inc,JP Equity,4324 JP Equity,4,79,3.7,4,3.9,101.16,11.0782063956925,1.08994235946022,2.9390577335307,9.53340091257643,0.324102038692897,0.29248199419387,1.52847530477261
ABB Ltd,SW Equity,ABBN SW Equity,4.2,83,4.3,3.7,4.06666666666667,0.24,5.80347438292471,1.91444174797056,5.21932753890074,15.578135634086,0.146017560560203,0.827845436020408,1.5302012254148
United Parcel Service Inc,US Equity,UPS US Equity,3,59,3,4.5,3.5,1.42333333333333,7.2112318123089,3.23252871929722,10.9143215040912,470.249984865828,0.215138861940505,1.59478639938516,1.53028907350287
Aptiv PLC,US Equity,APTV US Equity,2.7,53,2.8,3.7,3.06666666666667,1.198494,8.33841553111876,2.5730870812514,10.7232659476897,46.4663160163347,0.17504200109192,1.213536556313,1.53192590503611
Rinnai Corp,JP Equity,5947 JP Equity,2.6,51,2.3,3.5,2.8,107.764333333333,6.12042627640406,1.55936260821774,5.51308776699802,8.08544230188111,0.000263723291923797,0.854384772789017,1.53378887662635
Swire Pacific Ltd,HK Equity,19 HK Equity,2.8,55,2.1,2.6,2.5,9.271511,34.7622136833175,0.657102712494924,6.56181687069043,10.9069914358989,0.699332877879472,0.202087347422656,1.5365508490418
Mitsui Fudosan Co Ltd,JP Equity,8801 JP Equity,2.2,43,1.3,2,1.83333333333333,41.1533333333333,7.80319618234415,1.05911069046925,2.08051317875517,5.86028065146558,0.979934552002103,0.289120922978426,1.53707876211359
NGK Insulators Ltd,JP Equity,5333 JP Equity,3,59,3.3,2.7,3,35.7846666666667,10.1011228289519,1.23243141773507,4.93614218253252,8.86546379040128,0.305660986556838,0.564715109113713,1.53712888166528
MTU Aero Engines AG,GR Equity,MTX GR Equity,4,79,4,2.7,3.56666666666667,1.73333333333333,7.9085713519897,1.94893402674601,6.37609350470246,22.0742370722103,0.181459509562172,0.808458997118453,1.53806648999011
NOF Corp,JP Equity,4403 JP Equity,2.6,51,1.4,2.1,2.03333333333333,60.93,11.360248576993,1.44116544927747,8.39779952079173,11.903199081713,0.0504478360120131,0.805815331512459,1.53858466813385
Omron Corp,JP Equity,6645 JP Equity,3.5,69,3,3.5,3.33333333333333,74.7533333333333,7.26244798299606,2.10082953076329,8.77462327696933,12.9045102356565,0,1.20233706340959,1.54269657843502
Dover Corp,US Equity,DOV US Equity,2,39,1.3,2.6,1.96666666666667,1.3,10.1506164346911,2.00816744426447,7.35601970742376,18.3226022317015,0.249155682740582,0.761661368625,1.54605649251897
Bellway PLC,LN Equity,BWY LN Equity,1.9,37,1.7,3.3,2.3,1.991202,17.8558441263499,1.53492426253572,15.4195486715772,22.5412795203985,0.00747406483054139,0.866141131467464,1.54649849753717
Sumitomo Mitsui Financial Group Inc,JP Equity,8316 JP Equity,5,99,2.5,2.7,3.4,116.466333333333,19.4083856238111,0.980546893383103,0.39136431711899,7.8377560407523,6.7669788216997,0.0208679993149059,1.54741948748729
M1 Ltd/Singapore,SP Equity,M1 SP Equity,1.3,25,3.2,3.5,2.66666666666667,0.0356666666666667,12.2611205655574,1.92117462206733,10.7647741097833,31.0283838234851,0.270508870412124,0.87415603510191,1.54807178177534
Cafe de Coral Holdings Ltd,HK Equity,341 HK Equity,2.3,45,1.3,2.9,2.16666666666667,0.394873,5.42628191277507,3.06487297532881,10.4705114001401,13.7081212406359,0,1.85278386728127,1.55024636510523
Nissin Foods Holdings Co Ltd,JP Equity,2897 JP Equity,2.8,55,1.8,2.7,2.43333333333333,74.7366666666667,5.8501536895974,1.73230586521338,5.00025886135234,7.76421187975571,0.0305998948543479,0.936963636014384,1.55167629129837
TOTO Ltd,JP Equity,5332 JP Equity,3.8,75,3.3,4,3.7,62.955,6.9382771085904,2.14661278442536,6.77980460818888,12.2589999239397,0.0306722188042758,1.09966669687818,1.55208792242837
Juroku Bank Ltd/The,JP Equity,8356 JP Equity,1,19,0.8,1.7,1.16666666666667,62.765,12.450246954922,0.963920347602667,0.136978476345292,2.50219845641846,1.38132583182543,0.0123490524745613,1.55260270960183
Resorttrust Inc,JP Equity,4681 JP Equity,0.6,11,0.9,3,1.5,33.34,7.87450260816218,1.29644506379349,2.67341778361344,9.80891911112601,0.422046466653897,0.374399583132898,1.55596779488997
Mizuho Financial Group Inc,JP Equity,8411 JP Equity,4,79,4,3.7,3.9,6.01966666666667,24.5642604143239,0.980760444319448,0.280726809294587,6.56798957101873,8.79709402862993,0.0159563974095803,1.55622860158031
Sembcorp Marine Ltd,SP Equity,SMM SP Equity,2.3,45,3,3.4,2.9,-0.00413333333333333,-1.2834044851601,1.17702799993497,0.246554877795673,0.943779260071654,1.03058854110648,0.277801816588374,1.55643784879336
Aflac Inc,US Equity,AFL US Equity,4,79,1,3.6,2.86666666666667,1.60666666666667,23.1568818932578,1.07004982013069,2.81793599347014,17.3119507933684,0.156983508699833,0.158681390529971,1.55764377605712
Odakyu Electric Railway Co Ltd,JP Equity,9007 JP Equity,2.3,45,1.6,4,2.63333333333333,17.3616666666667,4.88343348391534,1.34392685456287,2.23138973493164,8.29475436961461,0.848935803509105,0.409847975336959,1.56054777865442
Ingredion Inc,US Equity,INGR US Equity,2.2,43,1.6,2.9,2.23333333333333,1.87333333333333,9.1993655709854,2.06825268587239,8.9329525225057,18.8472214738452,0.202473009500043,0.99578610510019,1.56130352716386
bpost SA,BB Equity,BPOST BB Equity,2.5,49,2.2,4.5,3.06666666666667,0.316666666666667,7.90842056886827,2.34213295925985,12.7027694318017,39.1739343347429,0.110361256060527,1.14295372055656,1.56542929592026
Hitachi Kokusai Electric Inc,JP Equity,6756 JP Equity,2.9,57,3.4,3,3.1,43.6,8.96790701703493,1.97571841882868,8.66766496714611,16.6156690636771,0.00731334803703647,1.03494087116297,1.565862667589
OSRAM Licht AG,GR Equity,OSR GR Equity,2.7,53,3.3,2.7,2.9,0.480982666666667,4.72545394253421,2.09956870042821,4.5776802099064,8.17722171482459,0.0356484763536551,0.938334813980789,1.57396479906743
Telstra Corp Ltd,AU Equity,TLS AU Equity,4.3,85,4,4,4.1,0.143,13.1943906407376,1.68336233464511,9.06166603126191,26.3301831273583,0.432193428210817,0.6222359893252,1.57677959968807
Rakuten Inc,JP Equity,4755 JP Equity,1,19,2,2,1.66666666666667,21.57,11.6787664826404,1.13290853497185,1.76423320658276,14.2553488075169,0.789549466200192,0.179467877162339,1.57693908229109
Koninklijke DSM NV,NA Equity,DSM NA Equity,4.5,89,4.3,3.9,4.23333333333333,3.4,27.2362405175753,1.48645735480199,13.87014961633,27.5113431444153,0.216840509604603,0.66831597714925,1.57736092728491
Coca-Cola HBC AG,LN Equity,CCH LN Equity,4.2,83,4,4.1,4.1,0.64,7.0845674907816,2.05461031765659,6.45694234981167,14.5070662353142,0.158648466491632,0.988548779471167,1.57845352373524
Stanley Electric Co Ltd,JP Equity,6923 JP Equity,3.3,65,1.4,3,2.56666666666667,59.07,8.53316489695609,1.68299749519667,7.42010602664541,10.7546665424312,0.0230824491065141,0.919321938757352,1.57880572868904
DuluxGroup Ltd,AU Equity,DLX AU Equity,1.1,21,1.2,4,2.1,0.195234,8.20309656192604,2.85623661157181,11.8246848704063,37.0202400250359,0.150781400589723,1.45824432373343,1.58107684957918
Verizon Communications Inc,US Equity,VZ US Equity,4.3,85,2.7,4,3.66666666666667,2.19,26.9000264480855,1.63814030950616,10.2194468085357,81.0263562780561,0.59034914364761,0.502349295915634,1.58772547733562
Metso OYJ,FH Equity,METSO FH Equity,3.9,77,4.3,3.6,3.93333333333333,0.180001,3.88823672253295,1.9037358454359,3.44560324191474,8.35543082385105,0.198766304174153,0.837774028739505,1.59246826737176
Kagome Co Ltd,JP Equity,2811 JP Equity,1.4,27,1.6,2.7,1.9,26.5833333333333,4.46589134010784,2.21519748433098,4.75756710401006,9.82924212161248,0.116747359219882,1.05469079037182,1.59413131612958
Aica Kogyo Co Ltd,JP Equity,4206 JP Equity,2.7,53,1.7,1.5,1.96666666666667,48.95,7.56006970167409,1.78573663891431,7.02394750274251,10.106728402985,0.0108776060700498,0.962650012790937,1.5965949118539
VTech Holdings Ltd,HK Equity,303 HK Equity,3.6,71,2.9,4,3.5,0.4105815,9.69148740349292,3.39212591240065,18.5669580593341,36.1539331065655,0.000339159481854117,1.89802362499081,1.59849760756866
RTL Group SA,GR Equity,RRTL GR Equity,3,59,4.5,4.5,4,1.15213366666667,10.4082132781898,1.91781333521543,8.92054520267714,24.629990229062,0.101298939765274,0.788305908418513,1.60079755907552
Leggett & Platt Inc,US Equity,LEG US Equity,1.3,25,0.8,3.1,1.73333333333333,0.486666666666667,6.47990900515823,2.41006194820527,9.29145746948923,26.8473585851576,0.209785436213162,1.19778109012484,1.60267675086772
Ingersoll-Rand PLC,US Equity,IR US Equity,3.6,71,3.1,3.1,3.26666666666667,1.24666666666667,8.75570774889252,1.82621998700292,6.84418264236203,17.7991684513864,0.187064964316678,0.801140186604274,1.60350280489345
Nippon Kayaku Co Ltd,JP Equity,4272 JP Equity,1.6,31,2,1.5,1.7,21.0733333333333,8.64050679603574,1.22764859949316,6.30639513298073,8.79086756478981,0.0506031981215141,0.600747187008399,1.60595873234778
Stericycle Inc,US Equity,SRCL US Equity,0.8,15,0.8,3.5,1.7,0.55,5.66115694241187,1.46013819779885,0.0994326895161138,-0.501736632533039,0.482320742318159,0.511875567965983,1.6062879146259
Boliden AB,SS Equity,BOL SS Equity,4,79,4.3,4.1,4.13333333333333,6.99,14.7645299011682,1.7527239384938,12.485604087694,21.2083439735237,0.0872162640621587,0.901253046744556,1.60648276700268
Singapore Technologies Engineering Ltd,SP Equity,STE SP Equity,2.1,41,2.6,3.1,2.6,0.0443263333333333,8.32081313692436,2.01622109649993,6.21553734772457,23.6802939505188,0.100603535635868,0.805902455683635,1.60719350808398
Akzo Nobel NV,NA Equity,AKZA NA Equity,4.7,93,4.7,4.3,4.56666666666667,0.716666666666667,6.95741808430258,1.81055775171835,5.27194524203519,13.5891229920938,0.165175370945676,0.739479329172059,1.60771137089002
Barclays PLC,LN Equity,BARC LN Equity,5,99,3.7,4.6,4.43333333333333,-0.026,-6.30833405361856,0.982952460285007,-0.0972805814187673,-3.20996332377684,6.11856447879785,0.017518204341199,1.61135174411727
Shinsei Bank Ltd,JP Equity,8303 JP Equity,2,39,1.4,1.9,1.76666666666667,52.27,19.7823789356923,0.9591099428088,0.520273037655382,5.8563586980635,3.58562670844197,0.0307610596821041,1.61545020153722
Chow Tai Fook Jewellery Group Ltd,HK Equity,1929 HK Equity,1.5,29,1.6,3.5,2.2,0.20479,6.95929998870834,2.05117066836101,7.15926756835384,11.9377324908619,0.14751778573209,1.05532197378713,1.61664136172716
Boral Ltd,AU Equity,BLD AU Equity,2.3,45,2,3.6,2.63333333333333,0.148,5.89036431733061,1.40767502322625,3.7494669004407,5.73265712733201,0.305852456900997,0.627979434203668,1.61685669178783
Japan Airport Terminal Co Ltd,JP Equity,9706 JP Equity,0.5,9,0.3,1.5,0.766666666666667,37.49,5.2642619095088,1.86811692890327,4.53209774282962,7.98292295480844,0.164568226800366,0.9901149411636,1.6178791455926
Westlake Chemical Corp,US Equity,WLK US Equity,0.3,5,0.9,4,1.73333333333333,3.33666666666667,21.0822122062052,1.70950056290913,9.9298519036339,26.5910700418787,0.279965915230119,0.713516253210142,1.62076488242785
Sumitomo Mitsui Trust Holdings Inc,JP Equity,8309 JP Equity,4,79,3.3,3,3.43333333333333,99.6723333333333,17.5155725102128,0.985600567262662,0.194181009203201,5.02976110166981,5.8041027564914,0.0159222678329566,1.62250358330922
Southwest Airlines Co,US Equity,LUV US Equity,3,59,3.3,5,3.76666666666667,1.60666666666667,18.2353078602659,2.01691304843496,12.6340909254414,34.0952682703365,0.107304870493841,0.873819901957389,1.62622780987564
Horiba Ltd,JP Equity,6856 JP Equity,1.1,21,2.5,3,2.2,126.023333333333,9.9775582681959,1.58356358897266,6.95639244111608,12.3117576250686,0.134913826014175,0.789680102272869,1.62698209293111
ProSiebenSat.1 Media SE,GR Equity,PSM GR Equity,1,19,3,4,2.66666666666667,0.461305666666667,9.85988214839913,1.84394254045332,7.37685040927806,41.1564906785235,0.566283806572177,0.646206952978731,1.62716020460419
Schneider Electric SE,FP Equity,SU FP Equity,4.2,83,4,4.3,4.16666666666667,2.282197,9.48289578361177,1.56464365249115,5.26315789473684,10.6723585912487,0.178866985367844,0.605703794369645,1.62887542009641
Laboratory Corp of America Holdings,US Equity,LH US Equity,0,0,2,4,2,3.46,12.7196085216269,1.56383141774132,6.96311866515088,17.6108337861246,0.403264410557491,0.67112064959098,1.63613001815812
Synchrony Financial,US Equity,SYF US Equity,1,19,3,4,2.66666666666667,0.676666666666667,12.1809128681886,1.12847658281989,2.2318762752722,14.3501691846601,0.787446089144532,0.181997107319517,1.63909720521317
Mediclinic International PLC,LN Equity,MDC LN Equity,4,79,2.5,4,3.5,-0.333874,-16.8646836626869,1.15780959315606,-3.08509436967541,-5.78150600740656,0.42612918471364,0.412044660634469,1.64052904433547
United Technologies Corp,US Equity,UTX US Equity,2.9,57,2,3.6,2.83333333333333,1.27666666666667,6.6238127874251,1.70275134596382,5.04726990887802,16.2577960688771,0.276075646067632,0.64001710538038,1.6426312860238
Kyocera Corp,JP Equity,6971 JP Equity,3.4,67,3.5,2,2.96666666666667,42.43,3.95170828105858,1.03702479107656,3.56185589752068,4.75439186163735,0.0108367792717354,0.494203623513551,1.64642845766351
Daikin Industries Ltd,JP Equity,6367 JP Equity,4.3,85,2.4,2.4,3.03333333333333,157.376666666667,8.11404194270617,1.89356189558847,7.31510759032475,15.013961424752,0.164387945536698,0.92628415693108,1.64819600308428
Molson Coors Brewing Co,US Equity,TAP US Equity,4.5,89,3.6,3.4,3.83333333333333,1.77333333333333,14.8215397835022,1.14407036665099,6.04627605535131,14.3997783068945,0.694133641449883,0.379728443447731,1.64937701910582
Topcon Corp,JP Equity,7732 JP Equity,1.6,31,1.4,2,1.66666666666667,17.9033333333333,4.81149281747354,2.01853262780341,3.81718299503134,9.94945037999422,0.241221230826161,0.899451217328824,1.65097703711033
UBS Group AG,SW Equity,UBSG SW Equity,5,99,4.2,4.5,4.56666666666667,0.0106356666666667,1.04672755448181,1.01291781346549,0.234061932521212,4.07082852222282,3.45097488900573,0.0409014823593196,1.66109934043482
Kerry Properties Ltd,HK Equity,683 HK Equity,1.7,33,1.6,2.6,1.96666666666667,4.106728,33.3193793373406,0.748974613628509,5.34304351374481,10.4375339082191,0.797762156703747,0.205510478359017,1.66133556298511
Shun Tak Holdings Ltd,HK Equity,242 HK Equity,2,39,2.3,3,2.43333333333333,0.24679,27.7052454621231,0.680969835173868,2.81131440444446,5.46779477324427,1.51205676856186,0.123849065822843,1.66247481592681
Expeditors International of Washington Inc,US Equity,EXPD US Equity,2,39,1.3,2.9,2.06666666666667,0.793333333333333,7.59083065911766,3.88623558642862,16.2259285080269,25.0680328813788,0,2.3241312774769,1.6657212144513
S-1 Corp,KS Equity,012750 KS Equity,1,19,0.6,1.5,1.03333333333333,1100.33333333333,7.65508140154407,2.42186694342912,9.63101482028601,12.8098235182908,0,1.27753836777307,1.67299967250153
Yuhan Corp,KS Equity,000100 KS Equity,0,0,0.3,1.5,0.6,2025.50008634921,6.22010413251287,1.37183608045648,5.61106645778495,7.29272516490037,0.0520946014938036,0.698531090557076,1.67376756171072
Telefonica Deutschland Holding AG,GR Equity,O2D GR Equity,5,99,5,4,4.66666666666667,-0.0360783333333333,-5.80350221888722,1.29685755314544,-2.43482645708527,-4.02185462618307,0.179792440971509,0.495762406242246,1.67532926714158
AerCap Holdings NV,US Equity,AER US Equity,0.6,11,0,1.6,0.733333333333333,1.74,21.8131872534641,0.983113429713817,2.66128327686823,13.0324273601048,3.43994235948583,0.120709826294745,1.67723254366562
Western Union Co/The,US Equity,WU US Equity,1,19,3.7,2.8,2.5,-0.49,-15.2621580294822,1.94154964404378,-3.07708062733157,19.9141630901288,0.366307715201877,0.585411325725828,1.68175072453148
Amada Holdings Co Ltd,JP Equity,6113 JP Equity,3.1,61,0.7,1.1,1.63333333333333,25.07,11.0075775932522,1.11598086626352,5.45094870590772,7.01160496955372,0.030002373484618,0.543780388201919,1.68310135477229
AMOREPACIFIC Group,KS Equity,002790 KS Equity,3.5,69,3.2,2.5,3.06666666666667,561.331990333333,2.99858280849663,2.00372427633894,2.8502002509527,6.44279538505792,0.0200742853573848,0.836526014436791,1.68325810979466
Tabcorp Holdings Ltd,AU Equity,TAH AU Equity,1,19,2.8,4,2.6,0.026,1.78753088213922,1.28028078319793,-0.644369079639808,-1.2058739850743,0.431731207951429,0.286457724242779,1.68670120493713
Mitsubishi UFJ Financial Group Inc,JP Equity,8306 JP Equity,3,59,3.2,2.1,2.76666666666667,17.6243333333333,20.57166064375,0.980078226207321,0.335175407296708,6.57260049628704,7.33061306870558,0.0192197226595673,1.68693439809644
Kurita Water Industries Ltd,JP Equity,6370 JP Equity,2.1,41,2.5,3,2.53333333333333,45.7566666666667,8.41600942557315,1.48797634341542,5.66757310195417,7.44567522186008,0.0240754766829938,0.754382460699025,1.68930055499111
Elbit Systems Ltd,IT Equity,ESLT IT Equity,3,59,4,4.5,3.83333333333333,1.40666666666667,6.87205586507382,1.84054574142045,5.23336944476285,14.6544915924489,0.0878659210772055,0.738487791363647,1.69184332390789
Wheelock & Co Ltd,HK Equity,20 HK Equity,2.6,51,1.6,3.3,2.5,7.019592,37.7542953515337,0.775049888733517,3.77394145712302,9.00122306361025,0.850091158214675,0.130176212059917,1.69813719188779
Aeon Mall Co Ltd,JP Equity,8905 JP Equity,1.8,35,1.1,1.3,1.4,34.6125,10.6525638740454,1.0987034508715,2.88000208601767,8.87391251979518,0.845873370920974,0.265998429181841,1.70212669918683
CBS Corp,US Equity,CBS US Equity,1,19,2.7,4,2.56666666666667,0.906666666666667,10.4034499762374,1.89649379049116,2.63793879388958,21.8156477086494,0.43776234605253,0.603731772579102,1.70406967193386
Alliance Data Systems Corp,US Equity,ADS US Equity,4,79,2.7,4,3.56666666666667,4.02666666666667,11.2579238490546,1.37103626433559,2.61280320716016,41.3522644344064,0.517008170549856,0.283132650325892,1.70489883291755
NiSource Inc,US Equity,NI US Equity,3,59,2.5,3.7,3.06666666666667,0.233333333333333,4.48902725432733,1.20503084828451,1.03588341035756,4.70208051613105,1.03335315554115,0.256356129500174,1.70581595763699
Hikari Tsushin Inc,JP Equity,9435 JP Equity,0,0,0.9,1.5,0.8,230.42,9.75585424708174,1.82724058126268,6.97722238459707,19.7388516034071,0.300837835603743,0.789760849279315,1.70850204828749
Range Resources Corp,US Equity,RRC US Equity,1.3,25,1,2.9,1.73333333333333,0.19,6.22304870081682,0.873847240262908,1.4349082807374,2.93010885837397,0.982163043746997,0.212051098288679,1.70983010646836
Park24 Co Ltd,JP Equity,4666 JP Equity,0,0,0.3,4,1.43333333333333,22.49,4.98756387131615,2.34229921057231,6.43733515535347,18.1427712690857,0.257602598438425,1.1632645443974,1.71094102427178
Next PLC,LN Equity,NXT LN Equity,2.8,55,3,3.5,3.1,2.0845,14.5129053684254,3.38284021743378,24.1272023527072,159.315070641642,0.142901995894832,1.62109051616691,1.71167218324689
Packaging Corp of America,US Equity,PKG US Equity,0.6,11,0.5,5,2.03333333333333,1.93333333333333,10.9110927415486,2.435345294042,10.4576135199996,31.42897425742,0.237452007215648,1.0790879001997,1.71243659882053
NWS Holdings Ltd,HK Equity,659 HK Equity,2.2,43,2.5,3.6,2.76666666666667,0.64,13.708655798284,1.07898646074398,7.0021317027365,11.6478261191433,0.194407747807179,0.452863176218005,1.71368030084322
Eaton Corp PLC,US Equity,ETN US Equity,3.2,63,2.7,4.5,3.46666666666667,1.90333333333333,16.1008083846795,1.53487541982718,9.3217363977645,18.3578547699266,0.239782094259666,0.643847322034242,1.71387539751752
Mylan NV,US Equity,MYL US Equity,0.6,11,2.8,2.3,1.9,0.266666666666667,4.58109354222952,1.19165415705149,2.14659893514399,6.13075726377041,0.743234626493965,0.33648578627587,1.71692919864564
Banco Santander SA,SM Equity,SAN SM Equity,5,99,3.8,4.3,4.36666666666667,0.0973333333333333,14.0968086225563,0.996123450641913,0.481347606349945,7.24204026372538,5.26669894637502,0.0351602950799949,1.71749461052918
Trelleborg AB,SS Equity,TRELB SS Equity,2.9,57,2.7,2,2.53333333333333,2.23666666666667,7.61275853385572,1.55158103257389,5.85810451086215,10.837777858009,0.235583083938231,0.64801681064856,1.7305257251981
First International Bank Of Israel Ltd,IT Equity,FTIN IT Equity,1,19,1.2,2.6,1.6,1.65333333333333,17.5269787036808,0.995013949348691,0.501740927850733,8.62635034673285,0.823032093990022,0.0318229349741271,1.73114033549535
Pentair PLC,US Equity,PNR US Equity,1.8,35,2,3.1,2.3,0.690491,11.1222338530864,2.24440276976955,6.71907744706288,15.7072539288069,0.150041505368855,0.500012413398203,1.73221633961896
JB Hunt Transport Services Inc,US Equity,JBHT US Equity,1.5,29,0.8,3.5,1.93333333333333,1.82666666666667,10.2901716750719,3.50894509543702,14.730997903833,37.9383211101663,0.0842773620533096,1.77327777887375,1.73801851069907
Campbell Soup Co,US Equity,CPB US Equity,3.8,75,3.6,3.6,3.66666666666667,0.4,6.60386094401461,2.4374903793186,10.0201252121592,51.1797176927855,0.38000726560914,0.933751705489243,1.73844322627791
Koninklijke Philips NV,NA Equity,PHIA NA Equity,3.9,77,3.5,3.1,3.5,0.466666666666667,8.99407864682667,1.68738224632422,5.18815056410223,12.9292262986281,0.128388013091514,0.597521029606104,1.74658074083163
Danone SA,FP Equity,BN FP Equity,4,79,3.9,3.7,3.86666666666667,2.333957,11.7618933779584,1.67171812686026,5.56128637337475,17.7689243027888,0.4564641147754,0.559461328315404,1.74903784012451
Samsonite International SA,HK Equity,1910 HK Equity,0.6,11,0.8,3,1.46666666666667,0.070228,10.2563457526883,1.9176675938841,6.6734015703254,19.8627794679669,0.319933186122211,0.73139994940732,1.75638872422059
Incitec Pivot Ltd,AU Equity,IPL AU Equity,2.8,55,2.3,3.9,3,0.0518725,4.52467153642033,1.1448483186612,2.84810787678288,5.2821552042362,0.370057094826374,0.411950901307634,1.7577693402801
Teleperformance,FP Equity,TEP FP Equity,1,19,2.7,2.3,2,3.393052,9.33777989518818,2.11108841202673,6.57880864522931,16.330803454593,0.236024498213446,0.881391671059568,1.7586652689691
Bendigo & Adelaide Bank Ltd,AU Equity,BEN AU Equity,4,79,1.8,4,3.26666666666667,0.481,27.488432791553,1.00126682874987,0.636099750791785,8.33126110942263,1.18813379615731,0.0425665070909019,1.76051307234414
Samsung SDS Co Ltd,KS Equity,018260 KS Equity,1.4,27,1.3,3,1.9,1876.333329,6.10388230054377,2.4367275977294,7.57098181990949,10.0981642990433,0.0000882604431525308,1.32858841437884,1.76191411053915
MGM Resorts International,US Equity,MGM US Equity,2.3,45,2.2,4,2.83333333333333,1.037136,22.2845226657296,1.40592991042556,5.26028324614568,22.183316072148,0.712142898453753,0.376351467207985,1.76223289806493
Carlsberg A/S,DC Equity,CARLB DC Equity,3.9,77,4,3.6,3.83333333333333,-6.854617,-3.47834770162767,1.58401957505842,1.04413307513363,2.57619627382572,0.240953555548767,0.512595529053687,1.76609230126862
Kellogg Co,US Equity,K US Equity,3.1,61,3.2,3.2,3.16666666666667,1.12666666666667,11.822238651806,2.25095394228309,7.41372549900071,54.7173234477002,0.374098639894673,0.820645071652267,1.7697410501646
Techtronic Industries Co Ltd,HK Equity,669 HK Equity,1.4,27,2.1,3,2.16666666666667,0.144824,8.3592367473043,2.64801258254517,8.7774995979059,18.3017579297081,0.0987109385553931,1.13139259646807,1.77339324920674
Daiwa Securities Group Inc,JP Equity,8601 JP Equity,5,99,4,3.6,4.2,18.4596666666667,17.6651335684123,0.991324536242022,0.496855657166791,8.0844218533085,11.0089478633351,0.0313905218547619,1.7748460787754
International Business Machines Corp,US Equity,IBM US Equity,5,99,4,2.7,3.9,1.20333333333333,6.12024326227773,1.97011291094954,6.31734510748885,41.6579861507869,0.269512795511523,0.657325833344232,1.77743683746618
Chevron Corp,US Equity,CVX US Equity,2.6,51,3.3,3.4,3.1,1.53333333333333,8.40844880615173,1.30634718990016,3.34676895793776,5.84240965133652,0.182291796361205,0.495329612625002,1.7778316174583
JM Smucker Co/The,US Equity,SJM US Equity,3.4,67,2.5,3.6,3.16666666666667,2.9475,17.8699225324876,1.38088881348398,5.94887399257475,12.642542133721,0.391158212585226,0.46806218548593,1.79388527298179
Tele2 AB,SS Equity,TEL2B SS Equity,3.3,65,4,5,4.1,0.0205269999999999,-0.0571446593373088,1.80861682991149,1.66630151658356,3.813735790554,0.250188050212617,0.729975344392951,1.79446225517539
THK Co Ltd,JP Equity,6481 JP Equity,2.5,49,0.8,2,1.76666666666667,72.59,10.5120430230562,1.62109072542541,5.91577762159025,9.96540363085164,0.160501784525404,0.684399779472529,1.80469658492042
NVR Inc,US Equity,NVR US Equity,0,0,0,2.6,0.866666666666667,40.6133333333333,9.14561862782266,4.26525238949292,20.1061489790939,38.9841287678417,0.0532559465117704,2.25709074522681,1.807025977023
Crescent Point Energy Corp,CN Equity,CPG CN Equity,1.7,33,1.6,2.9,2.06666666666667,-0.257774666666667,-19.0393918603423,0.752385003378965,-2.10908184556278,-3.62073621001667,0.803857175984497,0.179140703405987,1.80830874322565
